Month,Day,Storage_Type,Total_Capacity_Units,Used_Units,Utilization_Pct
109,1,Pallet,3583152,211486.47619047615,5.902246853900593
109,1,Racking,3107328,56635.428571428565,1.8226408210342957
109,1,Bins,10631520,106598.76190476191,1.0026671812192605
109,1,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,2,Pallet,3583152,211486.47619047615,5.902246853900593
109,2,Racking,3107328,56635.428571428565,1.8226408210342957
109,2,Bins,10631520,106598.76190476191,1.0026671812192605
109,2,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,3,Pallet,3583152,211486.47619047615,5.902246853900593
109,3,Racking,3107328,56635.428571428565,1.8226408210342957
109,3,Bins,10631520,106598.76190476191,1.0026671812192605
109,3,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,4,Pallet,3583152,211486.47619047615,5.902246853900593
109,4,Racking,3107328,56635.428571428565,1.8226408210342957
109,4,Bins,10631520,106598.76190476191,1.0026671812192605
109,4,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,5,Pallet,3583152,211486.47619047615,5.902246853900593
109,5,Racking,3107328,56635.428571428565,1.8226408210342957
109,5,Bins,10631520,106598.76190476191,1.0026671812192605
109,5,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,6,Pallet,3583152,211486.47619047615,5.902246853900593
109,6,Racking,3107328,56635.428571428565,1.8226408210342957
109,6,Bins,10631520,106598.76190476191,1.0026671812192605
109,6,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,7,Pallet,3583152,211486.47619047615,5.902246853900593
109,7,Racking,3107328,56635.428571428565,1.8226408210342957
109,7,Bins,10631520,106598.76190476191,1.0026671812192605
109,7,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,8,Pallet,3583152,211486.47619047615,5.902246853900593
109,8,Racking,3107328,56635.428571428565,1.8226408210342957
109,8,Bins,10631520,106598.76190476191,1.0026671812192605
109,8,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,9,Pallet,3583152,211486.47619047615,5.902246853900593
109,9,Racking,3107328,56635.428571428565,1.8226408210342957
109,9,Bins,10631520,106598.76190476191,1.0026671812192605
109,9,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,10,Pallet,3583152,211486.47619047615,5.902246853900593
109,10,Racking,3107328,56635.428571428565,1.8226408210342957
109,10,Bins,10631520,106598.76190476191,1.0026671812192605
109,10,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,11,Pallet,3583152,211486.47619047615,5.902246853900593
109,11,Racking,3107328,56635.428571428565,1.8226408210342957
109,11,Bins,10631520,106598.76190476191,1.0026671812192605
109,11,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,12,Pallet,3583152,211486.47619047615,5.902246853900593
109,12,Racking,3107328,56635.428571428565,1.8226408210342957
109,12,Bins,10631520,106598.76190476191,1.0026671812192605
109,12,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,13,Pallet,3583152,211486.47619047615,5.902246853900593
109,13,Racking,3107328,56635.428571428565,1.8226408210342957
109,13,Bins,10631520,106598.76190476191,1.0026671812192605
109,13,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,14,Pallet,3583152,211486.47619047615,5.902246853900593
109,14,Racking,3107328,56635.428571428565,1.8226408210342957
109,14,Bins,10631520,106598.76190476191,1.0026671812192605
109,14,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,15,Pallet,3583152,211486.47619047615,5.902246853900593
109,15,Racking,3107328,56635.428571428565,1.8226408210342957
109,15,Bins,10631520,106598.76190476191,1.0026671812192605
109,15,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,16,Pallet,3583152,211486.47619047615,5.902246853900593
109,16,Racking,3107328,56635.428571428565,1.8226408210342957
109,16,Bins,10631520,106598.76190476191,1.0026671812192605
109,16,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,17,Pallet,3583152,211486.47619047615,5.902246853900593
109,17,Racking,3107328,56635.428571428565,1.8226408210342957
109,17,Bins,10631520,106598.76190476191,1.0026671812192605
109,17,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,18,Pallet,3583152,211486.47619047615,5.902246853900593
109,18,Racking,3107328,56635.428571428565,1.8226408210342957
109,18,Bins,10631520,106598.76190476191,1.0026671812192605
109,18,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,19,Pallet,3583152,211486.47619047615,5.902246853900593
109,19,Racking,3107328,56635.428571428565,1.8226408210342957
109,19,Bins,10631520,106598.76190476191,1.0026671812192605
109,19,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,20,Pallet,3583152,211486.47619047615,5.902246853900593
109,20,Racking,3107328,56635.428571428565,1.8226408210342957
109,20,Bins,10631520,106598.76190476191,1.0026671812192605
109,20,Hazmat,2015360,21832.880952380954,1.0833241183898141
109,21,Pallet,3583152,211486.47619047615,5.902246853900593
109,21,Racking,3107328,56635.428571428565,1.8226408210342957
109,21,Bins,10631520,106598.76190476191,1.0026671812192605
109,21,Hazmat,2015360,21832.880952380954,1.0833241183898141
110,1,Pallet,3583152,219317.11904761905,6.120787481179114
110,1,Racking,3107328,59931.23809523809,1.9287065316322607
110,1,Bins,10631520,105474.88095238096,0.992095965133687
110,1,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,2,Pallet,3583152,219317.11904761905,6.120787481179114
110,2,Racking,3107328,59931.23809523809,1.9287065316322607
110,2,Bins,10631520,105474.88095238096,0.992095965133687
110,2,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,3,Pallet,3583152,219317.11904761905,6.120787481179114
110,3,Racking,3107328,59931.23809523809,1.9287065316322607
110,3,Bins,10631520,105474.88095238096,0.992095965133687
110,3,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,4,Pallet,3583152,219317.11904761905,6.120787481179114
110,4,Racking,3107328,59931.23809523809,1.9287065316322607
110,4,Bins,10631520,105474.88095238096,0.992095965133687
110,4,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,5,Pallet,3583152,219317.11904761905,6.120787481179114
110,5,Racking,3107328,59931.23809523809,1.9287065316322607
110,5,Bins,10631520,105474.88095238096,0.992095965133687
110,5,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,6,Pallet,3583152,219317.11904761905,6.120787481179114
110,6,Racking,3107328,59931.23809523809,1.9287065316322607
110,6,Bins,10631520,105474.88095238096,0.992095965133687
110,6,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,7,Pallet,3583152,219317.11904761905,6.120787481179114
110,7,Racking,3107328,59931.23809523809,1.9287065316322607
110,7,Bins,10631520,105474.88095238096,0.992095965133687
110,7,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,8,Pallet,3583152,219317.11904761905,6.120787481179114
110,8,Racking,3107328,59931.23809523809,1.9287065316322607
110,8,Bins,10631520,105474.88095238096,0.992095965133687
110,8,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,9,Pallet,3583152,219317.11904761905,6.120787481179114
110,9,Racking,3107328,59931.23809523809,1.9287065316322607
110,9,Bins,10631520,105474.88095238096,0.992095965133687
110,9,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,10,Pallet,3583152,219317.11904761905,6.120787481179114
110,10,Racking,3107328,59931.23809523809,1.9287065316322607
110,10,Bins,10631520,105474.88095238096,0.992095965133687
110,10,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,11,Pallet,3583152,219317.11904761905,6.120787481179114
110,11,Racking,3107328,59931.23809523809,1.9287065316322607
110,11,Bins,10631520,105474.88095238096,0.992095965133687
110,11,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,12,Pallet,3583152,219317.11904761905,6.120787481179114
110,12,Racking,3107328,59931.23809523809,1.9287065316322607
110,12,Bins,10631520,105474.88095238096,0.992095965133687
110,12,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,13,Pallet,3583152,219317.11904761905,6.120787481179114
110,13,Racking,3107328,59931.23809523809,1.9287065316322607
110,13,Bins,10631520,105474.88095238096,0.992095965133687
110,13,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,14,Pallet,3583152,219317.11904761905,6.120787481179114
110,14,Racking,3107328,59931.23809523809,1.9287065316322607
110,14,Bins,10631520,105474.88095238096,0.992095965133687
110,14,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,15,Pallet,3583152,219317.11904761905,6.120787481179114
110,15,Racking,3107328,59931.23809523809,1.9287065316322607
110,15,Bins,10631520,105474.88095238096,0.992095965133687
110,15,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,16,Pallet,3583152,219317.11904761905,6.120787481179114
110,16,Racking,3107328,59931.23809523809,1.9287065316322607
110,16,Bins,10631520,105474.88095238096,0.992095965133687
110,16,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,17,Pallet,3583152,219317.11904761905,6.120787481179114
110,17,Racking,3107328,59931.23809523809,1.9287065316322607
110,17,Bins,10631520,105474.88095238096,0.992095965133687
110,17,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,18,Pallet,3583152,219317.11904761905,6.120787481179114
110,18,Racking,3107328,59931.23809523809,1.9287065316322607
110,18,Bins,10631520,105474.88095238096,0.992095965133687
110,18,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,19,Pallet,3583152,219317.11904761905,6.120787481179114
110,19,Racking,3107328,59931.23809523809,1.9287065316322607
110,19,Bins,10631520,105474.88095238096,0.992095965133687
110,19,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,20,Pallet,3583152,219317.11904761905,6.120787481179114
110,20,Racking,3107328,59931.23809523809,1.9287065316322607
110,20,Bins,10631520,105474.88095238096,0.992095965133687
110,20,Hazmat,2015360,23525.666666666668,1.1673183285699165
110,21,Pallet,3583152,219317.11904761905,6.120787481179114
110,21,Racking,3107328,59931.23809523809,1.9287065316322607
110,21,Bins,10631520,105474.88095238096,0.992095965133687
110,21,Hazmat,2015360,23525.666666666668,1.1673183285699165
111,1,Pallet,3583152,235221.07142857142,6.5646411714761586
111,1,Racking,3107328,61370.214285714275,1.9750156496422095
111,1,Bins,10631520,103731.95238095238,0.9757019916338622
111,1,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,2,Pallet,3583152,235221.07142857142,6.5646411714761586
111,2,Racking,3107328,61370.214285714275,1.9750156496422095
111,2,Bins,10631520,103731.95238095238,0.9757019916338622
111,2,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,3,Pallet,3583152,235221.07142857142,6.5646411714761586
111,3,Racking,3107328,61370.214285714275,1.9750156496422095
111,3,Bins,10631520,103731.95238095238,0.9757019916338622
111,3,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,4,Pallet,3583152,235221.07142857142,6.5646411714761586
111,4,Racking,3107328,61370.214285714275,1.9750156496422095
111,4,Bins,10631520,103731.95238095238,0.9757019916338622
111,4,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,5,Pallet,3583152,235221.07142857142,6.5646411714761586
111,5,Racking,3107328,61370.214285714275,1.9750156496422095
111,5,Bins,10631520,103731.95238095238,0.9757019916338622
111,5,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,6,Pallet,3583152,235221.07142857142,6.5646411714761586
111,6,Racking,3107328,61370.214285714275,1.9750156496422095
111,6,Bins,10631520,103731.95238095238,0.9757019916338622
111,6,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,7,Pallet,3583152,235221.07142857142,6.5646411714761586
111,7,Racking,3107328,61370.214285714275,1.9750156496422095
111,7,Bins,10631520,103731.95238095238,0.9757019916338622
111,7,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,8,Pallet,3583152,235221.07142857142,6.5646411714761586
111,8,Racking,3107328,61370.214285714275,1.9750156496422095
111,8,Bins,10631520,103731.95238095238,0.9757019916338622
111,8,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,9,Pallet,3583152,235221.07142857142,6.5646411714761586
111,9,Racking,3107328,61370.214285714275,1.9750156496422095
111,9,Bins,10631520,103731.95238095238,0.9757019916338622
111,9,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,10,Pallet,3583152,235221.07142857142,6.5646411714761586
111,10,Racking,3107328,61370.214285714275,1.9750156496422095
111,10,Bins,10631520,103731.95238095238,0.9757019916338622
111,10,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,11,Pallet,3583152,235221.07142857142,6.5646411714761586
111,11,Racking,3107328,61370.214285714275,1.9750156496422095
111,11,Bins,10631520,103731.95238095238,0.9757019916338622
111,11,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,12,Pallet,3583152,235221.07142857142,6.5646411714761586
111,12,Racking,3107328,61370.214285714275,1.9750156496422095
111,12,Bins,10631520,103731.95238095238,0.9757019916338622
111,12,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,13,Pallet,3583152,235221.07142857142,6.5646411714761586
111,13,Racking,3107328,61370.214285714275,1.9750156496422095
111,13,Bins,10631520,103731.95238095238,0.9757019916338622
111,13,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,14,Pallet,3583152,235221.07142857142,6.5646411714761586
111,14,Racking,3107328,61370.214285714275,1.9750156496422095
111,14,Bins,10631520,103731.95238095238,0.9757019916338622
111,14,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,15,Pallet,3583152,235221.07142857142,6.5646411714761586
111,15,Racking,3107328,61370.214285714275,1.9750156496422095
111,15,Bins,10631520,103731.95238095238,0.9757019916338622
111,15,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,16,Pallet,3583152,235221.07142857142,6.5646411714761586
111,16,Racking,3107328,61370.214285714275,1.9750156496422095
111,16,Bins,10631520,103731.95238095238,0.9757019916338622
111,16,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,17,Pallet,3583152,235221.07142857142,6.5646411714761586
111,17,Racking,3107328,61370.214285714275,1.9750156496422095
111,17,Bins,10631520,103731.95238095238,0.9757019916338622
111,17,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,18,Pallet,3583152,235221.07142857142,6.5646411714761586
111,18,Racking,3107328,61370.214285714275,1.9750156496422095
111,18,Bins,10631520,103731.95238095238,0.9757019916338622
111,18,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,19,Pallet,3583152,235221.07142857142,6.5646411714761586
111,19,Racking,3107328,61370.214285714275,1.9750156496422095
111,19,Bins,10631520,103731.95238095238,0.9757019916338622
111,19,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,20,Pallet,3583152,235221.07142857142,6.5646411714761586
111,20,Racking,3107328,61370.214285714275,1.9750156496422095
111,20,Bins,10631520,103731.95238095238,0.9757019916338622
111,20,Hazmat,2015360,26551.88095238095,1.3174758332199186
111,21,Pallet,3583152,235221.07142857142,6.5646411714761586
111,21,Racking,3107328,61370.214285714275,1.9750156496422095
111,21,Bins,10631520,103731.95238095238,0.9757019916338622
111,21,Hazmat,2015360,26551.88095238095,1.3174758332199186
112,1,Pallet,3583152,250627.92857142855,6.994621734479267
112,1,Racking,3107328,65019.19047619048,2.092446966531711
112,1,Bins,10631520,114110.90476190476,1.073326342441201
112,1,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,2,Pallet,3583152,250627.92857142855,6.994621734479267
112,2,Racking,3107328,65019.19047619048,2.092446966531711
112,2,Bins,10631520,114110.90476190476,1.073326342441201
112,2,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,3,Pallet,3583152,250627.92857142855,6.994621734479267
112,3,Racking,3107328,65019.19047619048,2.092446966531711
112,3,Bins,10631520,114110.90476190476,1.073326342441201
112,3,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,4,Pallet,3583152,250627.92857142855,6.994621734479267
112,4,Racking,3107328,65019.19047619048,2.092446966531711
112,4,Bins,10631520,114110.90476190476,1.073326342441201
112,4,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,5,Pallet,3583152,250627.92857142855,6.994621734479267
112,5,Racking,3107328,65019.19047619048,2.092446966531711
112,5,Bins,10631520,114110.90476190476,1.073326342441201
112,5,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,6,Pallet,3583152,250627.92857142855,6.994621734479267
112,6,Racking,3107328,65019.19047619048,2.092446966531711
112,6,Bins,10631520,114110.90476190476,1.073326342441201
112,6,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,7,Pallet,3583152,250627.92857142855,6.994621734479267
112,7,Racking,3107328,65019.19047619048,2.092446966531711
112,7,Bins,10631520,114110.90476190476,1.073326342441201
112,7,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,8,Pallet,3583152,250627.92857142855,6.994621734479267
112,8,Racking,3107328,65019.19047619048,2.092446966531711
112,8,Bins,10631520,114110.90476190476,1.073326342441201
112,8,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,9,Pallet,3583152,250627.92857142855,6.994621734479267
112,9,Racking,3107328,65019.19047619048,2.092446966531711
112,9,Bins,10631520,114110.90476190476,1.073326342441201
112,9,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,10,Pallet,3583152,250627.92857142855,6.994621734479267
112,10,Racking,3107328,65019.19047619048,2.092446966531711
112,10,Bins,10631520,114110.90476190476,1.073326342441201
112,10,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,11,Pallet,3583152,250627.92857142855,6.994621734479267
112,11,Racking,3107328,65019.19047619048,2.092446966531711
112,11,Bins,10631520,114110.90476190476,1.073326342441201
112,11,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,12,Pallet,3583152,250627.92857142855,6.994621734479267
112,12,Racking,3107328,65019.19047619048,2.092446966531711
112,12,Bins,10631520,114110.90476190476,1.073326342441201
112,12,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,13,Pallet,3583152,250627.92857142855,6.994621734479267
112,13,Racking,3107328,65019.19047619048,2.092446966531711
112,13,Bins,10631520,114110.90476190476,1.073326342441201
112,13,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,14,Pallet,3583152,250627.92857142855,6.994621734479267
112,14,Racking,3107328,65019.19047619048,2.092446966531711
112,14,Bins,10631520,114110.90476190476,1.073326342441201
112,14,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,15,Pallet,3583152,250627.92857142855,6.994621734479267
112,15,Racking,3107328,65019.19047619048,2.092446966531711
112,15,Bins,10631520,114110.90476190476,1.073326342441201
112,15,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,16,Pallet,3583152,250627.92857142855,6.994621734479267
112,16,Racking,3107328,65019.19047619048,2.092446966531711
112,16,Bins,10631520,114110.90476190476,1.073326342441201
112,16,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,17,Pallet,3583152,250627.92857142855,6.994621734479267
112,17,Racking,3107328,65019.19047619048,2.092446966531711
112,17,Bins,10631520,114110.90476190476,1.073326342441201
112,17,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,18,Pallet,3583152,250627.92857142855,6.994621734479267
112,18,Racking,3107328,65019.19047619048,2.092446966531711
112,18,Bins,10631520,114110.90476190476,1.073326342441201
112,18,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,19,Pallet,3583152,250627.92857142855,6.994621734479267
112,19,Racking,3107328,65019.19047619048,2.092446966531711
112,19,Bins,10631520,114110.90476190476,1.073326342441201
112,19,Hazmat,2015360,27508.309523809523,1.3649327923452645
112,20,Pallet,3583152,250627.92857142855,6.994621734479267
112,20,Racking,3107328,65019.19047619048,2.092446966531711
112,20,Bins,10631520,114110.90476190476,1.073326342441201
