Month,Day,Storage_Type,Total_Capacity_Units,Used_Units,Utilization_Pct
116,21,Racking,3107328,83653.14285714286,2.692124643975237
116,21,Bins,10631520,135708.2380952381,1.2764707031096034
116,21,Hazmat,2015360,32013.73809523809,1.5884873221279616
117,1,Pallet,3583152,247485.64285714287,6.906925602294931
117,1,Racking,3107328,64442.23809523809,2.0738794905216986
117,1,Bins,10631520,113702.02380952382,1.0694804111690879
117,1,Hazmat,2015360,26600.47619047619,1.319887076774184
117,2,Pallet,3583152,247485.64285714287,6.906925602294931
117,2,Racking,3107328,64442.23809523809,2.0738794905216986
117,2,Bins,10631520,113702.02380952382,1.0694804111690879
117,2,Hazmat,2015360,26600.47619047619,1.319887076774184
117,3,Pallet,3583152,247485.64285714287,6.906925602294931
117,3,Racking,3107328,64442.23809523809,2.0738794905216986
117,3,Bins,10631520,113702.02380952382,1.0694804111690879
117,3,Hazmat,2015360,26600.47619047619,1.319887076774184
117,4,Pallet,3583152,247485.64285714287,6.906925602294931
117,4,Racking,3107328,64442.23809523809,2.0738794905216986
117,4,Bins,10631520,113702.02380952382,1.0694804111690879
117,4,Hazmat,2015360,26600.47619047619,1.319887076774184
117,5,Pallet,3583152,247485.64285714287,6.906925602294931
117,5,Racking,3107328,64442.23809523809,2.0738794905216986
117,5,Bins,10631520,113702.02380952382,1.0694804111690879
117,5,Hazmat,2015360,26600.47619047619,1.319887076774184
117,6,Pallet,3583152,247485.64285714287,6.906925602294931
117,6,Racking,3107328,64442.23809523809,2.0738794905216986
117,6,Bins,10631520,113702.02380952382,1.0694804111690879
117,6,Hazmat,2015360,26600.47619047619,1.319887076774184
117,7,Pallet,3583152,247485.64285714287,6.906925602294931
117,7,Racking,3107328,64442.23809523809,2.0738794905216986
117,7,Bins,10631520,113702.02380952382,1.0694804111690879
117,7,Hazmat,2015360,26600.47619047619,1.319887076774184
117,8,Pallet,3583152,247485.64285714287,6.906925602294931
117,8,Racking,3107328,64442.23809523809,2.0738794905216986
117,8,Bins,10631520,113702.02380952382,1.0694804111690879
117,8,Hazmat,2015360,26600.47619047619,1.319887076774184
117,9,Pallet,3583152,247485.64285714287,6.906925602294931
117,9,Racking,3107328,64442.23809523809,2.0738794905216986
117,9,Bins,10631520,113702.02380952382,1.0694804111690879
117,9,Hazmat,2015360,26600.47619047619,1.319887076774184
117,10,Pallet,3583152,247485.64285714287,6.906925602294931
117,10,Racking,3107328,64442.23809523809,2.0738794905216986
117,10,Bins,10631520,113702.02380952382,1.0694804111690879
117,10,Hazmat,2015360,26600.47619047619,1.319887076774184
117,11,Pallet,3583152,247485.64285714287,6.906925602294931
117,11,Racking,3107328,64442.23809523809,2.0738794905216986
117,11,Bins,10631520,113702.02380952382,1.0694804111690879
117,11,Hazmat,2015360,26600.47619047619,1.319887076774184
117,12,Pallet,3583152,247485.64285714287,6.906925602294931
117,12,Racking,3107328,64442.23809523809,2.0738794905216986
117,12,Bins,10631520,113702.02380952382,1.0694804111690879
117,12,Hazmat,2015360,26600.47619047619,1.319887076774184
117,13,Pallet,3583152,247485.64285714287,6.906925602294931
117,13,Racking,3107328,64442.23809523809,2.0738794905216986
117,13,Bins,10631520,113702.02380952382,1.0694804111690879
117,13,Hazmat,2015360,26600.47619047619,1.319887076774184
117,14,Pallet,3583152,247485.64285714287,6.906925602294931
117,14,Racking,3107328,64442.23809523809,2.0738794905216986
117,14,Bins,10631520,113702.02380952382,1.0694804111690879
117,14,Hazmat,2015360,26600.47619047619,1.319887076774184
117,15,Pallet,3583152,247485.64285714287,6.906925602294931
117,15,Racking,3107328,64442.23809523809,2.0738794905216986
117,15,Bins,10631520,113702.02380952382,1.0694804111690879
117,15,Hazmat,2015360,26600.47619047619,1.319887076774184
117,16,Pallet,3583152,247485.64285714287,6.906925602294931
117,16,Racking,3107328,64442.23809523809,2.0738794905216986
117,16,Bins,10631520,113702.02380952382,1.0694804111690879
117,16,Hazmat,2015360,26600.47619047619,1.319887076774184
117,17,Pallet,3583152,247485.64285714287,6.906925602294931
117,17,Racking,3107328,64442.23809523809,2.0738794905216986
117,17,Bins,10631520,113702.02380952382,1.0694804111690879
117,17,Hazmat,2015360,26600.47619047619,1.319887076774184
117,18,Pallet,3583152,247485.64285714287,6.906925602294931
117,18,Racking,3107328,64442.23809523809,2.0738794905216986
117,18,Bins,10631520,113702.02380952382,1.0694804111690879
117,18,Hazmat,2015360,26600.47619047619,1.319887076774184
117,19,Pallet,3583152,247485.64285714287,6.906925602294931
117,19,Racking,3107328,64442.23809523809,2.0738794905216986
117,19,Bins,10631520,113702.02380952382,1.0694804111690879
117,19,Hazmat,2015360,26600.47619047619,1.319887076774184
117,20,Pallet,3583152,247485.64285714287,6.906925602294931
117,20,Racking,3107328,64442.23809523809,2.0738794905216986
117,20,Bins,10631520,113702.02380952382,1.0694804111690879
117,20,Hazmat,2015360,26600.47619047619,1.319887076774184
117,21,Pallet,3583152,247485.64285714287,6.906925602294931
117,21,Racking,3107328,64442.23809523809,2.0738794905216986
117,21,Bins,10631520,113702.02380952382,1.0694804111690879
117,21,Hazmat,2015360,26600.47619047619,1.319887076774184
118,1,Pallet,3583152,251756.7619047619,7.0261256543055355
118,1,Racking,3107328,70849.69047619047,2.280084061810999
118,1,Bins,10631520,118765.83333333334,1.1171105668176644
118,1,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,2,Pallet,3583152,251756.7619047619,7.0261256543055355
118,2,Racking,3107328,70849.69047619047,2.280084061810999
118,2,Bins,10631520,118765.83333333334,1.1171105668176644
118,2,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,3,Pallet,3583152,251756.7619047619,7.0261256543055355
118,3,Racking,3107328,70849.69047619047,2.280084061810999
118,3,Bins,10631520,118765.83333333334,1.1171105668176644
118,3,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,4,Pallet,3583152,251756.7619047619,7.0261256543055355
118,4,Racking,3107328,70849.69047619047,2.280084061810999
118,4,Bins,10631520,118765.83333333334,1.1171105668176644
118,4,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,5,Pallet,3583152,251756.7619047619,7.0261256543055355
118,5,Racking,3107328,70849.69047619047,2.280084061810999
118,5,Bins,10631520,118765.83333333334,1.1171105668176644
118,5,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,6,Pallet,3583152,251756.7619047619,7.0261256543055355
118,6,Racking,3107328,70849.69047619047,2.280084061810999
118,6,Bins,10631520,118765.83333333334,1.1171105668176644
118,6,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,7,Pallet,3583152,251756.7619047619,7.0261256543055355
118,7,Racking,3107328,70849.69047619047,2.280084061810999
118,7,Bins,10631520,118765.83333333334,1.1171105668176644
118,7,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,8,Pallet,3583152,251756.7619047619,7.0261256543055355
118,8,Racking,3107328,70849.69047619047,2.280084061810999
118,8,Bins,10631520,118765.83333333334,1.1171105668176644
118,8,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,9,Pallet,3583152,251756.7619047619,7.0261256543055355
118,9,Racking,3107328,70849.69047619047,2.280084061810999
118,9,Bins,10631520,118765.83333333334,1.1171105668176644
118,9,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,10,Pallet,3583152,251756.7619047619,7.0261256543055355
118,10,Racking,3107328,70849.69047619047,2.280084061810999
118,10,Bins,10631520,118765.83333333334,1.1171105668176644
118,10,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,11,Pallet,3583152,251756.7619047619,7.0261256543055355
118,11,Racking,3107328,70849.69047619047,2.280084061810999
118,11,Bins,10631520,118765.83333333334,1.1171105668176644
118,11,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,12,Pallet,3583152,251756.7619047619,7.0261256543055355
118,12,Racking,3107328,70849.69047619047,2.280084061810999
118,12,Bins,10631520,118765.83333333334,1.1171105668176644
118,12,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,13,Pallet,3583152,251756.7619047619,7.0261256543055355
118,13,Racking,3107328,70849.69047619047,2.280084061810999
118,13,Bins,10631520,118765.83333333334,1.1171105668176644
118,13,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,14,Pallet,3583152,251756.7619047619,7.0261256543055355
118,14,Racking,3107328,70849.69047619047,2.280084061810999
118,14,Bins,10631520,118765.83333333334,1.1171105668176644
118,14,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,15,Pallet,3583152,251756.7619047619,7.0261256543055355
118,15,Racking,3107328,70849.69047619047,2.280084061810999
118,15,Bins,10631520,118765.83333333334,1.1171105668176644
118,15,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,16,Pallet,3583152,251756.7619047619,7.0261256543055355
118,16,Racking,3107328,70849.69047619047,2.280084061810999
118,16,Bins,10631520,118765.83333333334,1.1171105668176644
118,16,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,17,Pallet,3583152,251756.7619047619,7.0261256543055355
118,17,Racking,3107328,70849.69047619047,2.280084061810999
118,17,Bins,10631520,118765.83333333334,1.1171105668176644
118,17,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,18,Pallet,3583152,251756.7619047619,7.0261256543055355
118,18,Racking,3107328,70849.69047619047,2.280084061810999
118,18,Bins,10631520,118765.83333333334,1.1171105668176644
118,18,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,19,Pallet,3583152,251756.7619047619,7.0261256543055355
118,19,Racking,3107328,70849.69047619047,2.280084061810999
118,19,Bins,10631520,118765.83333333334,1.1171105668176644
118,19,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,20,Pallet,3583152,251756.7619047619,7.0261256543055355
118,20,Racking,3107328,70849.69047619047,2.280084061810999
118,20,Bins,10631520,118765.83333333334,1.1171105668176644
118,20,Hazmat,2015360,26250.40476190476,1.3025169082399553
118,21,Pallet,3583152,251756.7619047619,7.0261256543055355
118,21,Racking,3107328,70849.69047619047,2.280084061810999
118,21,Bins,10631520,118765.83333333334,1.1171105668176644
118,21,Hazmat,2015360,26250.40476190476,1.3025169082399553
119,1,Pallet,3583152,235117.38095238095,6.56174733732705
119,1,Racking,3107328,61117.0238095238,1.9668674761571292
119,1,Bins,10631520,106971.11904761905,1.0061695698039326
119,1,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,2,Pallet,3583152,235117.38095238095,6.56174733732705
119,2,Racking,3107328,61117.0238095238,1.9668674761571292
119,2,Bins,10631520,106971.11904761905,1.0061695698039326
119,2,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,3,Pallet,3583152,235117.38095238095,6.56174733732705
119,3,Racking,3107328,61117.0238095238,1.9668674761571292
119,3,Bins,10631520,106971.11904761905,1.0061695698039326
119,3,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,4,Pallet,3583152,235117.38095238095,6.56174733732705
119,4,Racking,3107328,61117.0238095238,1.9668674761571292
119,4,Bins,10631520,106971.11904761905,1.0061695698039326
119,4,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,5,Pallet,3583152,235117.38095238095,6.56174733732705
119,5,Racking,3107328,61117.0238095238,1.9668674761571292
119,5,Bins,10631520,106971.11904761905,1.0061695698039326
119,5,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,6,Pallet,3583152,235117.38095238095,6.56174733732705
119,6,Racking,3107328,61117.0238095238,1.9668674761571292
119,6,Bins,10631520,106971.11904761905,1.0061695698039326
119,6,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,7,Pallet,3583152,235117.38095238095,6.56174733732705
119,7,Racking,3107328,61117.0238095238,1.9668674761571292
119,7,Bins,10631520,106971.11904761905,1.0061695698039326
119,7,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,8,Pallet,3583152,235117.38095238095,6.56174733732705
119,8,Racking,3107328,61117.0238095238,1.9668674761571292
119,8,Bins,10631520,106971.11904761905,1.0061695698039326
119,8,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,9,Pallet,3583152,235117.38095238095,6.56174733732705
119,9,Racking,3107328,61117.0238095238,1.9668674761571292
119,9,Bins,10631520,106971.11904761905,1.0061695698039326
119,9,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,10,Pallet,3583152,235117.38095238095,6.56174733732705
119,10,Racking,3107328,61117.0238095238,1.9668674761571292
119,10,Bins,10631520,106971.11904761905,1.0061695698039326
119,10,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,11,Pallet,3583152,235117.38095238095,6.56174733732705
119,11,Racking,3107328,61117.0238095238,1.9668674761571292
119,11,Bins,10631520,106971.11904761905,1.0061695698039326
119,11,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,12,Pallet,3583152,235117.38095238095,6.56174733732705
119,12,Racking,3107328,61117.0238095238,1.9668674761571292
119,12,Bins,10631520,106971.11904761905,1.0061695698039326
119,12,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,13,Pallet,3583152,235117.38095238095,6.56174733732705
119,13,Racking,3107328,61117.0238095238,1.9668674761571292
119,13,Bins,10631520,106971.11904761905,1.0061695698039326
119,13,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,14,Pallet,3583152,235117.38095238095,6.56174733732705
119,14,Racking,3107328,61117.0238095238,1.9668674761571292
119,14,Bins,10631520,106971.11904761905,1.0061695698039326
119,14,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,15,Pallet,3583152,235117.38095238095,6.56174733732705
119,15,Racking,3107328,61117.0238095238,1.9668674761571292
119,15,Bins,10631520,106971.11904761905,1.0061695698039326
119,15,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,16,Pallet,3583152,235117.38095238095,6.56174733732705
119,16,Racking,3107328,61117.0238095238,1.9668674761571292
119,16,Bins,10631520,106971.11904761905,1.0061695698039326
119,16,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,17,Pallet,3583152,235117.38095238095,6.56174733732705
119,17,Racking,3107328,61117.0238095238,1.9668674761571292
119,17,Bins,10631520,106971.11904761905,1.0061695698039326
119,17,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,18,Pallet,3583152,235117.38095238095,6.56174733732705
119,18,Racking,3107328,61117.0238095238,1.9668674761571292
119,18,Bins,10631520,106971.11904761905,1.0061695698039326
119,18,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,19,Pallet,3583152,235117.38095238095,6.56174733732705
119,19,Racking,3107328,61117.0238095238,1.9668674761571292
119,19,Bins,10631520,106971.11904761905,1.0061695698039326
119,19,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,20,Pallet,3583152,235117.38095238095,6.56174733732705
119,20,Racking,3107328,61117.0238095238,1.9668674761571292
119,20,Bins,10631520,106971.11904761905,1.0061695698039326
119,20,Hazmat,2015360,20445.904761904763,1.0145038485384628
119,21,Pallet,3583152,235117.38095238095,6.56174733732705
119,21,Racking,3107328,61117.0238095238,1.9668674761571292
119,21,Bins,10631520,106971.11904761905,1.0061695698039326
119,21,Hazmat,2015360,20445.904761904763,1.0145038485384628
120,1,Pallet,3583152,232122.7380952381,6.478171679438609
120,1,Racking,3107328,59605.0,1.918207540369089
120,1,Bins,10631520,107238.23809523809,1.0086820896281818
120,1,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,2,Pallet,3583152,232122.7380952381,6.478171679438609
120,2,Racking,3107328,59605.0,1.918207540369089
120,2,Bins,10631520,107238.23809523809,1.0086820896281818
120,2,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,3,Pallet,3583152,232122.7380952381,6.478171679438609
120,3,Racking,3107328,59605.0,1.918207540369089
120,3,Bins,10631520,107238.23809523809,1.0086820896281818
120,3,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,4,Pallet,3583152,232122.7380952381,6.478171679438609
120,4,Racking,3107328,59605.0,1.918207540369089
120,4,Bins,10631520,107238.23809523809,1.0086820896281818
120,4,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,5,Pallet,3583152,232122.7380952381,6.478171679438609
120,5,Racking,3107328,59605.0,1.918207540369089
120,5,Bins,10631520,107238.23809523809,1.0086820896281818
120,5,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,6,Pallet,3583152,232122.7380952381,6.478171679438609
120,6,Racking,3107328,59605.0,1.918207540369089
120,6,Bins,10631520,107238.23809523809,1.0086820896281818
120,6,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,7,Pallet,3583152,232122.7380952381,6.478171679438609
120,7,Racking,3107328,59605.0,1.918207540369089
120,7,Bins,10631520,107238.23809523809,1.0086820896281818
120,7,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,8,Pallet,3583152,232122.7380952381,6.478171679438609
120,8,Racking,3107328,59605.0,1.918207540369089
120,8,Bins,10631520,107238.23809523809,1.0086820896281818
120,8,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,9,Pallet,3583152,232122.7380952381,6.478171679438609
120,9,Racking,3107328,59605.0,1.918207540369089
120,9,Bins,10631520,107238.23809523809,1.0086820896281818
120,9,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,10,Pallet,3583152,232122.7380952381,6.478171679438609
120,10,Racking,3107328,59605.0,1.918207540369089
120,10,Bins,10631520,107238.23809523809,1.0086820896281818
120,10,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,11,Pallet,3583152,232122.7380952381,6.478171679438609
120,11,Racking,3107328,59605.0,1.918207540369089
120,11,Bins,10631520,107238.23809523809,1.0086820896281818
120,11,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,12,Pallet,3583152,232122.7380952381,6.478171679438609
120,12,Racking,3107328,59605.0,1.918207540369089
120,12,Bins,10631520,107238.23809523809,1.0086820896281818
120,12,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,13,Pallet,3583152,232122.7380952381,6.478171679438609
120,13,Racking,3107328,59605.0,1.918207540369089
120,13,Bins,10631520,107238.23809523809,1.0086820896281818
120,13,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,14,Pallet,3583152,232122.7380952381,6.478171679438609
120,14,Racking,3107328,59605.0,1.918207540369089
120,14,Bins,10631520,107238.23809523809,1.0086820896281818
120,14,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,15,Pallet,3583152,232122.7380952381,6.478171679438609
120,15,Racking,3107328,59605.0,1.918207540369089
120,15,Bins,10631520,107238.23809523809,1.0086820896281818
120,15,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,16,Pallet,3583152,232122.7380952381,6.478171679438609
120,16,Racking,3107328,59605.0,1.918207540369089
120,16,Bins,10631520,107238.23809523809,1.0086820896281818
120,16,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,17,Pallet,3583152,232122.7380952381,6.478171679438609
120,17,Racking,3107328,59605.0,1.918207540369089
120,17,Bins,10631520,107238.23809523809,1.0086820896281818
120,17,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,18,Pallet,3583152,232122.7380952381,6.478171679438609
120,18,Racking,3107328,59605.0,1.918207540369089
120,18,Bins,10631520,107238.23809523809,1.0086820896281818
120,18,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,19,Pallet,3583152,232122.7380952381,6.478171679438609
120,19,Racking,3107328,59605.0,1.918207540369089
120,19,Bins,10631520,107238.23809523809,1.0086820896281818
120,19,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,20,Pallet,3583152,232122.7380952381,6.478171679438609
120,20,Racking,3107328,59605.0,1.918207540369089
120,20,Bins,10631520,107238.23809523809,1.0086820896281818
120,20,Hazmat,2015360,19774.238095238095,0.9811764694763266
120,21,Pallet,3583152,232122.7380952381,6.478171679438609
120,21,Racking,3107328,59605.0,1.918207540369089
120,21,Bins,10631520,107238.23809523809,1.0086820896281818
120,21,Hazmat,2015360,19774.238095238095,0.9811764694763266
