Month,SKU,Facility,Excess_Inventory,Marginal,Lower,Upper,Scale
63,SKUE1,Austin,9984.702380952382,0.0,0.0,inf,1.0
30,SKUT3,Austin,9918.833333333332,0.0,0.0,inf,1.0
117,SKUD3,Sacramento,9802.690476190444,0.0,0.0,inf,1.0
70,SKUE1,Austin,9763.559523809527,0.0,0.0,inf,1.0
85,SKUE1,Austin,9695.47619047619,0.0,0.0,inf,1.0
106,SKUD3,Sacramento,9677.833333333314,0.0,0.0,inf,1.0
83,SKUE1,Austin,9543.44047619048,0.0,0.0,inf,1.0
66,SKUC2,Columbus,9539.0,0.0,0.0,inf,1.0
76,SKUE1,Austin,9530.642857142855,0.0,0.0,inf,1.0
58,SKUE1,Austin,9289.02380952381,0.0,0.0,inf,1.0
115,SKUD1,Austin,9100.57142857143,0.0,0.0,inf,1.0
42,SKUE1,Austin,9004.916666666672,0.0,0.0,inf,1.0
60,SKUT2,Austin,8969.833333333336,0.0,0.0,inf,1.0
97,SKUE1,Austin,8888.202380952382,0.0,0.0,inf,1.0
28,SKUT2,Austin,8758.833333333336,0.0,0.0,inf,1.0
62,SKUT3,Austin,8562.833333333332,0.0,0.0,inf,1.0
73,SKUT2,Austin,8422.833333333336,0.0,0.0,inf,1.0
103,SKUD1,Austin,8395.999999999998,0.0,0.0,inf,1.0
61,SKUT3,Austin,8384.833333333332,0.0,0.0,inf,1.0
50,SKUT2,Austin,8353.833333333336,0.0,0.0,inf,1.0
48,SKUT2,Austin,8317.833333333336,0.0,0.0,inf,1.0
101,SKUC2,Columbus,8293.0,0.0,0.0,inf,1.0
52,SKUE1,Austin,8291.321428571428,0.0,0.0,inf,1.0
17,SKUT2,Austin,8279.833333333336,0.0,0.0,inf,1.0
48,SKUT3,Austin,8213.833333333332,0.0,0.0,inf,1.0
49,SKUT3,Austin,8164.833333333332,0.0,0.0,inf,1.0
63,SKUT2,Austin,8119.833333333336,0.0,0.0,inf,1.0
29,SKUT3,Austin,8029.833333333332,0.0,0.0,inf,1.0
115,SKUD3,Austin,7972.3809523809505,0.0,0.0,inf,1.0
8,SKUT3,Austin,7877.833333333332,0.0,0.0,inf,1.0
25,SKUT2,Austin,7788.833333333336,0.0,0.0,inf,1.0
74,SKUE1,Austin,7660.142857142855,0.0,0.0,inf,1.0
84,SKUE1,Austin,7647.857142857145,0.0,0.0,inf,1.0
41,SKUT3,Austin,7546.833333333332,0.0,0.0,inf,1.0
8,SKUT2,Austin,7540.833333333336,0.0,0.0,inf,1.0
55,SKUD3,Columbus,7373.404761904734,0.0,0.0,inf,1.0
18,SKUT2,Austin,7307.833333333336,0.0,0.0,inf,1.0
64,SKUE1,Austin,7259.3214285714275,0.0,0.0,inf,1.0
107,SKUD3,Columbus,7138.166666666642,0.0,0.0,inf,1.0
66,SKUD3,Sacramento,7129.119047619024,0.0,0.0,inf,1.0
8,SKUE1,Austin,7102.1666666666715,0.0,0.0,inf,1.0
59,SKUT3,Austin,7044.833333333332,0.0,0.0,inf,1.0
78,SKUC2,Sacramento,7014.0,0.0,0.0,inf,1.0
28,SKUT3,Austin,6914.833333333332,0.0,0.0,inf,1.0
100,SKUD3,Sacramento,6769.928571428551,0.0,0.0,inf,1.0
57,SKUE1,Austin,6721.8214285714275,0.0,0.0,inf,1.0
47,SKUT3,Austin,6558.833333333332,0.0,0.0,inf,1.0
103,SKUD3,Austin,6508.285714285714,0.0,0.0,inf,1.0
53,SKUE1,Austin,6491.46428571429,0.0,0.0,inf,1.0
71,SKUE1,Austin,6480.71428571429,0.0,0.0,inf,1.0
45,SKUE1,Austin,6451.023809523809,0.0,0.0,inf,1.0
46,SKUE1,Austin,6445.392857142859,0.0,0.0,inf,1.0
23,SKUT2,Austin,6439.833333333336,0.0,0.0,inf,1.0
112,SKUC2,Sacramento,6320.0,0.0,0.0,inf,1.0
80,SKUD3,Sacramento,6277.738095238077,0.0,0.0,inf,1.0
116,SKUD1,Austin,6215.809523809525,0.0,0.0,inf,1.0
119,SKUD3,Sacramento,6111.261904761879,0.0,0.0,inf,1.0
59,SKUE1,Austin,6005.154761904763,0.0,0.0,inf,1.0
39,SKUT3,Austin,5995.833333333332,0.0,0.0,inf,1.0
92,SKUD3,Columbus,5908.595238095208,0.0,0.0,inf,1.0
73,SKUE1,Austin,5880.761904761908,0.0,0.0,inf,1.0
7,SKUT3,Austin,5795.833333333332,0.0,0.0,inf,1.0
68,SKUD3,Sacramento,5760.214285714261,0.0,0.0,inf,1.0
120,SKUD3,Columbus,5617.261904761879,0.0,0.0,inf,1.0
107,SKUD1,Columbus,5605.904761904763,0.0,0.0,inf,1.0
19,SKUE1,Austin,5448.71428571429,0.0,0.0,inf,1.0
50,SKUT3,Austin,5361.833333333332,0.0,0.0,inf,1.0
34,SKUT3,Austin,5352.833333333332,0.0,0.0,inf,1.0
40,SKUT3,Austin,5257.833333333332,0.0,0.0,inf,1.0
17,SKUT3,Austin,5165.833333333332,0.0,0.0,inf,1.0
115,SKUE3,Austin,5118.535714285714,0.0,0.0,inf,1.0
44,SKUD1,Sacramento,4919.190476190473,0.0,0.0,inf,1.0
113,SKUD1,Austin,4914.666666666666,0.0,0.0,inf,1.0
114,SKUD1,Austin,4754.0952380952385,0.0,0.0,inf,1.0
72,SKUE1,Austin,4706.96428571429,0.0,0.0,inf,1.0
91,SKUD1,Austin,4592.190476190477,0.0,0.0,inf,1.0
5,SKUT2,Austin,4584.833333333336,0.0,0.0,inf,1.0
79,SKUD1,Austin,4561.142857142857,0.0,0.0,inf,1.0
51,SKUT2,Austin,4550.833333333336,0.0,0.0,inf,1.0
102,SKUC2,Columbus,4502.0,0.0,0.0,inf,1.0
77,SKUD1,Columbus,4473.142857142855,0.0,0.0,inf,1.0
115,SKUE3,Columbus,4459.726190476191,0.0,0.0,inf,1.0
41,SKUE1,Austin,4454.595238095237,0.0,0.0,inf,1.0
56,SKUD3,Sacramento,4332.499999999971,0.0,0.0,inf,1.0
38,SKUT2,Austin,4304.833333333336,0.0,0.0,inf,1.0
103,SKUE3,Austin,4295.392857142857,0.0,0.0,inf,1.0
67,SKUC2,Columbus,4268.0,0.0,0.0,inf,1.0
51,SKUE1,Austin,4222.190476190481,0.0,0.0,inf,1.0
91,SKUD3,Austin,4199.047619047618,0.0,0.0,inf,1.0
39,SKUE1,Austin,4157.1785714285725,0.0,0.0,inf,1.0
61,SKUT2,Austin,4140.833333333336,0.0,0.0,inf,1.0
116,SKUD3,Austin,4082.3809523809523,0.0,0.0,inf,1.0
21,SKUE1,Austin,4064.011904761908,0.0,0.0,inf,1.0
15,SKUT2,Austin,3980.8333333333358,0.0,0.0,inf,1.0
60,SKUE1,Austin,3842.357142857145,0.0,0.0,inf,1.0
33,SKUE1,Austin,3831.0952380952367,0.0,0.0,inf,1.0
50,SKUE1,Austin,3802.4285714285725,0.0,0.0,inf,1.0
22,SKUT2,Austin,3752.8333333333358,0.0,0.0,inf,1.0
24,SKUT2,Austin,3737.8333333333335,0.0,0.0,inf,1.0
104,SKUD1,Austin,3735.333333333334,0.0,0.0,inf,1.0
34,SKUT2,Austin,3723.166666666667,0.0,0.0,inf,1.0
30,SKUT2,Austin,3686.916666666667,0.0,0.0,inf,1.0
103,SKUE3,Sacramento,3674.8690476190477,0.0,0.0,inf,1.0
16,SKUT2,Austin,3663.8333333333335,0.0,0.0,inf,1.0
18,SKUT3,Austin,3634.833333333332,0.0,0.0,inf,1.0
36,SKUT2,Austin,3610.166666666666,0.0,0.0,inf,1.0
9,SKUT2,Austin,3555.583333333333,0.0,0.0,inf,1.0
4,SKUT2,Austin,3545.833333333333,0.0,0.0,inf,1.0
49,SKUT2,Austin,3540.25,0.0,0.0,inf,1.0
21,SKUT3,Austin,3529.833333333332,0.0,0.0,inf,1.0
12,SKUT2,Austin,3521.5,0.0,0.0,inf,1.0
62,SKUE1,Austin,3509.6190476190495,0.0,0.0,inf,1.0
29,SKUT2,Austin,3498.5,0.0,0.0,inf,1.0
102,SKUD1,Austin,3480.190476190477,0.0,0.0,inf,1.0
113,SKUD3,Austin,3477.6190476190477,0.0,0.0,inf,1.0
37,SKUT2,Austin,3446.833333333333,0.0,0.0,inf,1.0
11,SKUT2,Austin,3408.083333333333,0.0,0.0,inf,1.0
106,SKUD1,Columbus,3382.9047619047633,0.0,0.0,inf,1.0
38,SKUT3,Austin,3378.833333333332,0.0,0.0,inf,1.0
112,SKUD1,Austin,3328.0952380952385,0.0,0.0,inf,1.0
90,SKUD1,Austin,3323.8095238095248,0.0,0.0,inf,1.0
26,SKUT2,Austin,3321.1666666666665,0.0,0.0,inf,1.0
112,SKUD3,Sacramento,3293.833333333314,0.0,0.0,inf,1.0
61,SKUE1,Austin,3257.761904761908,0.0,0.0,inf,1.0
108,SKUD1,Sacramento,3209.1904761904734,0.0,0.0,inf,1.0
118,SKUD1,Austin,3192.5714285714294,0.0,0.0,inf,1.0
35,SKUT2,Austin,3158.4999999999995,0.0,0.0,inf,1.0
79,SKUD3,Austin,3145.9047619047615,0.0,0.0,inf,1.0
1,SKUT2,Austin,3127.5,0.0,0.0,inf,1.0
13,SKUT2,Austin,3119.9166666666665,0.0,0.0,inf,1.0
40,SKUE1,Austin,3099.0714285714275,0.0,0.0,inf,1.0
2,SKUT2,Austin,3092.083333333333,0.0,0.0,inf,1.0
104,SKUD3,Austin,3089.142857142857,0.0,0.0,inf,1.0
102,SKUD3,Austin,3084.476190476189,0.0,0.0,inf,1.0
109,SKUD1,Sacramento,2997.4761904761835,0.0,0.0,inf,1.0
116,SKUE3,Austin,2921.9523809523807,0.0,0.0,inf,1.0
109,SKUD3,Columbus,2918.357142857116,0.0,0.0,inf,1.0
6,SKUT2,Austin,2906.083333333333,0.0,0.0,inf,1.0
114,SKUE3,Austin,2883.559523809523,0.0,0.0,inf,1.0
9,SKUT3,Austin,2865.833333333332,0.0,0.0,inf,1.0
104,SKUE3,Austin,2862.059523809523,0.0,0.0,inf,1.0
80,SKUD1,Austin,2823.04761904762,0.0,0.0,inf,1.0
35,SKUT3,Austin,2788.833333333332,0.0,0.0,inf,1.0
91,SKUE3,Austin,2786.809523809523,0.0,0.0,inf,1.0
10,SKUT2,Austin,2786.5,0.0,0.0,inf,1.0
68,SKUD1,Columbus,2773.0952380952367,0.0,0.0,inf,1.0
3,SKUT2,Austin,2770.1666666666665,0.0,0.0,inf,1.0
114,SKUD3,Austin,2764.8571428571413,0.0,0.0,inf,1.0
113,SKUE3,Austin,2724.357142857143,0.0,0.0,inf,1.0
27,SKUT3,Austin,2689.8333333333335,0.0,0.0,inf,1.0
56,SKUD1,Sacramento,2688.0476190476184,0.0,0.0,inf,1.0
6,SKUT3,Austin,2677.5,0.0,0.0,inf,1.0
22,SKUT3,Austin,2655.1666666666665,0.0,0.0,inf,1.0
14,SKUT2,Austin,2622.833333333333,0.0,0.0,inf,1.0
78,SKUD1,Austin,2564.7619047619046,0.0,0.0,inf,1.0
5,SKUT3,Austin,2517.1666666666665,0.0,0.0,inf,1.0
37,SKUT3,Austin,2515.9999999999995,0.0,0.0,inf,1.0
26,SKUT3,Austin,2509.75,0.0,0.0,inf,1.0
88,SKUD1,Sacramento,2505.28571428571,0.0,0.0,inf,1.0
28,SKUE1,Austin,2474.0357142857174,0.0,0.0,inf,1.0
36,SKUT3,Austin,2452.6666666666665,0.0,0.0,inf,1.0
16,SKUT3,Austin,2405.6666666666665,0.0,0.0,inf,1.0
25,SKUT3,Austin,2380.75,0.0,0.0,inf,1.0
101,SKUD1,Austin,2374.666666666666,0.0,0.0,inf,1.0
116,SKUE3,Columbus,2365.309523809524,0.0,0.0,inf,1.0
66,SKUD1,Austin,2350.857142857143,0.0,0.0,inf,1.0
114,SKUE3,Columbus,2328.7023809523816,0.0,0.0,inf,1.0
79,SKUE3,Austin,2311.7619047619046,0.0,0.0,inf,1.0
104,SKUE3,Sacramento,2308.2023809523816,0.0,0.0,inf,1.0
100,SKUD1,Austin,2302.3809523809523,0.0,0.0,inf,1.0
11,SKUT3,Austin,2273.25,0.0,0.0,inf,1.0
23,SKUT3,Austin,2273.0,0.0,0.0,inf,1.0
101,SKUD3,Austin,2252.2857142857138,0.0,0.0,inf,1.0
10,SKUT3,Austin,2248.6666666666665,0.0,0.0,inf,1.0
15,SKUT3,Austin,2237.083333333333,0.0,0.0,inf,1.0
91,SKUE3,Sacramento,2236.4523809523816,0.0,0.0,inf,1.0
78,SKUD3,Austin,2230.5714285714275,0.0,0.0,inf,1.0
24,SKUT3,Austin,2218.4999999999995,0.0,0.0,inf,1.0
89,SKUD1,Columbus,2206.7142857142753,0.0,0.0,inf,1.0
92,SKUD1,Austin,2194.857142857143,0.0,0.0,inf,1.0
3,SKUT3,Austin,2194.166666666667,0.0,0.0,inf,1.0
113,SKUE3,Columbus,2176.9047619047615,0.0,0.0,inf,1.0
89,SKUC2,Sacramento,2167.0,0.0,0.0,inf,1.0
4,SKUT3,Austin,2152.9166666666665,0.0,0.0,inf,1.0
102,SKUE3,Austin,2136.6904761904752,0.0,0.0,inf,1.0
13,SKUT3,Austin,2132.333333333333,0.0,0.0,inf,1.0
78,SKUE3,Austin,2129.523809523809,0.0,0.0,inf,1.0
14,SKUT3,Austin,2091.4166666666665,0.0,0.0,inf,1.0
44,SKUD3,Sacramento,2048.8809523809323,0.0,0.0,inf,1.0
12,SKUT3,Austin,2000.5,0.0,0.0,inf,1.0
120,SKUD1,Austin,1954.0,0.0,0.0,inf,1.0
66,SKUE3,Austin,1932.9523809523816,0.0,0.0,inf,1.0
67,SKUD1,Austin,1913.7142857142862,0.0,0.0,inf,1.0
67,SKUD3,Austin,1906.0952380952367,0.0,0.0,inf,1.0
118,SKUD3,Austin,1866.0952380952367,0.0,0.0,inf,1.0
106,SKUE3,Austin,1839.2738095238092,0.0,0.0,inf,1.0
2,SKUT3,Austin,1829.4999999999998,0.0,0.0,inf,1.0
117,SKUD1,Austin,1810.0952380952385,0.0,0.0,inf,1.0
111,SKUD1,Austin,1789.333333333334,0.0,0.0,inf,1.0
79,SKUE3,Sacramento,1783.5,0.0,0.0,inf,1.0
18,SKUE1,Austin,1772.2142857142899,0.0,0.0,inf,1.0
90,SKUE3,Austin,1757.8809523809523,0.0,0.0,inf,1.0
80,SKUE3,Austin,1739.4523809523816,0.0,0.0,inf,1.0
101,SKUE3,Austin,1733.8214285714275,0.0,0.0,inf,1.0
30,SKUE1,Austin,1727.6785714285725,0.0,0.0,inf,1.0
1,SKUT3,Austin,1681.25,0.0,0.0,inf,1.0
112,SKUE3,Austin,1663.6904761904752,0.0,0.0,inf,1.0
92,SKUE3,Austin,1620.1785714285706,0.0,0.0,inf,1.0
102,SKUE3,Columbus,1616.5714285714294,0.0,0.0,inf,1.0
100,SKUE3,Austin,1611.4761904761908,0.0,0.0,inf,1.0
78,SKUE3,Sacramento,1609.7380952380954,0.0,0.0,inf,1.0
111,SKUE3,Austin,1584.3452380952385,0.0,0.0,inf,1.0
44,SKUE3,Austin,1555.6785714285706,0.0,0.0,inf,1.0
118,SKUE3,Austin,1536.2261904761908,0.0,0.0,inf,1.0
89,SKUE3,Austin,1509.6071428571431,0.0,0.0,inf,1.0
77,SKUE3,Austin,1491.1785714285706,0.0,0.0,inf,1.0
77,SKUD3,Sacramento,1487.0238095237873,0.0,0.0,inf,1.0
55,SKUD1,Sacramento,1468.4285714285652,0.0,0.0,inf,1.0
66,SKUE3,Columbus,1422.309523809523,0.0,0.0,inf,1.0
67,SKUE3,Austin,1407.2261904761908,0.0,0.0,inf,1.0
117,SKUE3,Austin,1404.1547619047615,0.0,0.0,inf,1.0
120,SKUE3,Austin,1402.1071428571431,0.0,0.0,inf,1.0
55,SKUE3,Austin,1394.4285714285706,0.0,0.0,inf,1.0
68,SKUE3,Austin,1350.4047619047615,0.0,0.0,inf,1.0
119,SKUE3,Austin,1334.0238095238092,0.0,0.0,inf,1.0
106,SKUE3,Columbus,1332.9880952380954,0.0,0.0,inf,1.0
107,SKUD1,Austin,1309.1428571428569,0.0,0.0,inf,1.0
90,SKUD3,Austin,1295.1428571428569,0.0,0.0,inf,1.0
107,SKUE3,Austin,1286.9285714285706,0.0,0.0,inf,1.0
90,SKUE3,Columbus,1255.3809523809523,0.0,0.0,inf,1.0
80,SKUE3,Columbus,1237.809523809523,0.0,0.0,inf,1.0
44,SKUD1,Austin,1236.8571428571431,0.0,0.0,inf,1.0
101,SKUE3,Sacramento,1232.440476190477,0.0,0.0,inf,1.0
77,SKUD1,Austin,1189.9047619047615,0.0,0.0,inf,1.0
112,SKUE3,Columbus,1165.5714285714294,0.0,0.0,inf,1.0
47,SKUE1,Austin,1163.0476190476184,0.0,0.0,inf,1.0
94,SKUE3,Austin,1156.3928571428569,0.0,0.0,inf,1.0
7,SKUE1,Austin,1140.0119047619082,0.0,0.0,inf,1.0
92,SKUE3,Sacramento,1124.083333333334,0.0,0.0,inf,1.0
100,SKUE3,Sacramento,1115.7857142857138,0.0,0.0,inf,1.0
111,SKUE3,Sacramento,1089.916666666666,0.0,0.0,inf,1.0
117,SKUD3,Austin,1079.6190476190477,0.0,0.0,inf,1.0
106,SKUD1,Austin,1075.1428571428569,0.0,0.0,inf,1.0
106,SKUD3,Austin,1066.4761904761908,0.0,0.0,inf,1.0
56,SKUE3,Austin,1064.7619047619046,0.0,0.0,inf,1.0
44,SKUE3,Sacramento,1062.583333333334,0.0,0.0,inf,1.0
108,SKUD1,Austin,1056.8571428571431,0.0,0.0,inf,1.0
118,SKUE3,Columbus,1044.0357142857138,0.0,0.0,inf,1.0
109,SKUD1,Austin,1034.5714285714294,0.0,0.0,inf,1.0
89,SKUE3,Columbus,1018.6547619047615,0.0,0.0,inf,1.0
68,SKUD1,Austin,1010.9523809523816,0.0,0.0,inf,1.0
56,SKUD1,Austin,1002.0,0.0,0.0,inf,1.0
77,SKUE3,Columbus,1001.0833333333339,0.0,0.0,inf,1.0
88,SKUD1,Austin,982.7619047619046,0.0,0.0,inf,1.0
110,SKUE3,Austin,959.8214285714284,0.0,0.0,inf,1.0
99,SKUE3,Austin,957.7738095238092,0.0,0.0,inf,1.0
37,SKUE1,Austin,952.6547619047633,0.0,0.0,inf,1.0
89,SKUD1,Austin,951.3333333333339,0.0,0.0,inf,1.0
88,SKUE3,Austin,929.6190476190477,0.0,0.0,inf,1.0
67,SKUE3,Sacramento,921.0357142857138,0.0,0.0,inf,1.0
117,SKUE3,Sacramento,918.1071428571431,0.0,0.0,inf,1.0
120,SKUE3,Columbus,916.1547619047615,0.0,0.0,inf,1.0
55,SKUE3,Sacramento,908.8333333333339,0.0,0.0,inf,1.0
115,SKUC1,Austin,873.8571428571449,0.0,0.0,inf,1.0
55,SKUD1,Austin,873.6190476190477,0.0,0.0,inf,1.0
68,SKUE3,Columbus,866.8571428571431,0.0,0.0,inf,1.0
82,SKUE3,Austin,860.5119047619046,0.0,0.0,inf,1.0
119,SKUE3,Sacramento,851.2380952380954,0.0,0.0,inf,1.0
95,SKUE3,Austin,842.5952380952376,0.0,0.0,inf,1.0
93,SKUE3,Austin,839.5238095238092,0.0,0.0,inf,1.0
55,SKUD3,Austin,823.9047619047615,0.0,0.0,inf,1.0
107,SKUE3,Sacramento,806.3333333333339,0.0,0.0,inf,1.0
107,SKUD3,Austin,799.1428571428569,0.0,0.0,inf,1.0
66,SKUD3,Austin,798.1904761904752,0.0,0.0,inf,1.0
29,SKUE1,Austin,772.4642857142899,0.0,0.0,inf,1.0
49,SKUE1,Austin,768.8809523809541,0.0,0.0,inf,1.0
100,SKUD3,Austin,760.3809523809523,0.0,0.0,inf,1.0
119,SKUD1,Austin,719.0476190476202,0.0,0.0,inf,1.0
87,SKUE3,Austin,713.5952380952376,0.0,0.0,inf,1.0
80,SKUD3,Austin,708.5714285714275,0.0,0.0,inf,1.0
119,SKUD3,Austin,691.0476190476184,0.0,0.0,inf,1.0
94,SKUE3,Sacramento,681.8690476190477,0.0,0.0,inf,1.0
108,SKUE3,Austin,680.3214285714284,0.0,0.0,inf,1.0
105,SKUE3,Austin,678.2738095238092,0.0,0.0,inf,1.0
92,SKUD3,Austin,669.7142857142844,0.0,0.0,inf,1.0
68,SKUD3,Austin,654.0952380952367,0.0,0.0,inf,1.0
54,SKUE3,Austin,646.0238095238092,0.0,0.0,inf,1.0
32,SKUE3,Austin,640.9047619047615,0.0,0.0,inf,1.0
120,SKUD3,Austin,639.0476190476184,0.0,0.0,inf,1.0
94,SKUD1,Austin,629.0476190476202,0.0,0.0,inf,1.0
87,SKUD1,Austin,617.4285714285725,0.0,0.0,inf,1.0
83,SKUE3,Austin,616.8452380952376,0.0,0.0,inf,1.0
109,SKUE3,Austin,614.7976190476193,0.0,0.0,inf,1.0
56,SKUE3,Sacramento,594.5,0.0,0.0,inf,1.0
43,SKUE3,Austin,574.3571428571431,0.0,0.0,inf,1.0
35,SKUE1,Austin,568.2142857142899,0.0,0.0,inf,1.0
105,SKUD1,Austin,558.6666666666679,0.0,0.0,inf,1.0
38,SKUE1,Austin,558.488095238099,0.0,0.0,inf,1.0
70,SKUD1,Austin,557.2380952380954,0.0,0.0,inf,1.0
69,SKUD1,Austin,537.9047619047615,0.0,0.0,inf,1.0
87,SKUD3,Columbus,529.785714285681,0.0,0.0,inf,1.0
96,SKUE3,Austin,520.0952380952376,0.0,0.0,inf,1.0
22,SKUE1,Austin,511.9047619047633,0.0,0.0,inf,1.0
56,SKUD3,Austin,503.80952380952294,0.0,0.0,inf,1.0
34,SKUE1,Austin,494.5,0.0,0.0,inf,1.0
110,SKUE3,Sacramento,494.44047619047615,0.0,0.0,inf,1.0
99,SKUE3,Sacramento,492.4880952380954,0.0,0.0,inf,1.0
98,SKUE3,Austin,485.79761904761926,0.0,0.0,inf,1.0
88,SKUE3,Columbus,465.6428571428569,0.0,0.0,inf,1.0
64,SKUE3,Austin,445.8690476190477,0.0,0.0,inf,1.0
65,SKUE3,Austin,441.2619047619046,0.0,0.0,inf,1.0
76,SKUE3,Austin,434.0952380952376,0.0,0.0,inf,1.0
110,SKUD1,Austin,423.0476190476202,0.0,0.0,inf,1.0
82,SKUE3,Columbus,399.75,0.0,0.0,inf,1.0
112,SKUD3,Austin,394.4761904761908,0.0,0.0,inf,1.0
97,SKUE3,Austin,383.41666666666697,0.0,0.0,inf,1.0
95,SKUE3,Columbus,382.66666666666697,0.0,0.0,inf,1.0
93,SKUE3,Sacramento,379.7380952380954,0.0,0.0,inf,1.0
70,SKUE3,Austin,364.9880952380954,0.0,0.0,inf,1.0
9,SKUE1,Austin,360.89285714286234,0.0,0.0,inf,1.0
109,SKUD3,Austin,354.9523809523798,0.0,0.0,inf,1.0
99,SKUD1,Austin,337.42857142857247,0.0,0.0,inf,1.0
20,SKUE3,Austin,335.29761904761926,0.0,0.0,inf,1.0
81,SKUE3,Austin,329.66666666666697,0.0,0.0,inf,1.0
69,SKUE3,Austin,306.1190476190477,0.0,0.0,inf,1.0
86,SKUE3,Austin,301.5119047619046,0.0,0.0,inf,1.0
98,SKUD1,Austin,301.2380952380954,0.0,0.0,inf,1.0
75,SKUE3,Austin,263.6309523809523,0.0,0.0,inf,1.0
44,SKUD3,Austin,263.42857142857065,0.0,0.0,inf,1.0
87,SKUE3,Columbus,259.66666666666697,0.0,0.0,inf,1.0
94,SKUD3,Sacramento,233.92857142855064,0.0,0.0,inf,1.0
108,SKUE3,Sacramento,227.94047619047615,0.0,0.0,inf,1.0
105,SKUE3,Sacramento,225.9880952380954,0.0,0.0,inf,1.0
71,SKUE3,Austin,221.14285714285688,0.0,0.0,inf,1.0
84,SKUE3,Austin,212.44047619047615,0.0,0.0,inf,1.0
77,SKUD3,Austin,204.28571428571377,0.0,0.0,inf,1.0
54,SKUE3,Sacramento,195.2380952380954,0.0,0.0,inf,1.0
32,SKUE3,Sacramento,190.35714285714312,0.0,0.0,inf,1.0
58,SKUE3,Austin,187.35714285714312,0.0,0.0,inf,1.0
83,SKUE3,Sacramento,167.41666666666697,0.0,0.0,inf,1.0
109,SKUE3,Sacramento,165.46428571428532,0.0,0.0,inf,1.0
43,SKUE3,Columbus,126.90476190476147,0.0,0.0,inf,1.0
117,SKUC2,Sacramento,120.0,0.0,0.0,inf,1.0
85,SKUE3,Austin,104.42857142857156,0.0,0.0,inf,1.0
87,SKUD3,Austin,103.52380952380918,0.0,0.0,inf,1.0
96,SKUE3,Columbus,75.16666666666697,0.0,0.0,inf,1.0
94,SKUD3,Austin,72.3809523809523,0.0,0.0,inf,1.0
95,SKUD1,Austin,71.33333333333394,0.0,0.0,inf,1.0
83,SKUD1,Austin,69.90476190476147,0.0,0.0,inf,1.0
32,SKUD1,Austin,63.619047619047706,0.0,0.0,inf,1.0
32,SKUD3,Sacramento,55.690476190444315,0.0,0.0,inf,1.0
86,SKUD1,Austin,54.47619047619082,0.0,0.0,inf,1.0
32,SKUD3,Austin,53.619047619047706,0.0,0.0,inf,1.0
74,SKUE3,Austin,43.0,0.0,0.0,inf,1.0
98,SKUE3,Columbus,42.464285714285325,0.0,0.0,inf,1.0
93,SKUD1,Austin,40.19047619047706,0.0,0.0,inf,1.0
63,SKUE3,Austin,30.714285714285325,0.0,0.0,inf,1.0
85,SKUD1,Austin,27.714285714286234,0.0,0.0,inf,1.0
64,SKUE3,Columbus,4.392857142856883,0.0,0.0,inf,1.0
